stock_code,trigger_date,trigger_rsi,foreign_net_buy,vol_ma20,has_golden_cross,gc_date,max_return_20d
071970,2025-09-22,29.870129870129873,6013948800.0,393238.2,True,2025-10-14,21.071428571428573
000270,2025-09-22,26.956521739130437,6280310250.0,862121.0,True,2025-10-15,17.566241413150145
000270,2025-09-19,29.411764705882362,4270220350.0,847236.15,True,2025-10-15,17.913385826771652
282330,2025-09-19,25.714285714285722,664116350.0,46165.75,False,,0.9099181073703366
282330,2025-09-18,17.213114754098356,358735400.0,44046.75,False,,1.463860933211345
018880,2025-09-17,25.22522522522523,440459434.0,927559.95,True,2025-10-17,20.449775112443778
282330,2025-09-17,16.666666666666657,123876100.0,42815.2,False,,1.1850501367365542
003670,2025-09-17,28.308823529411768,250418400.0,273625.45,True,2025-09-22,60.67415730337079
377300,2025-09-17,30.0,3734653250.0,993094.55,True,2025-09-23,5.904059040590406
005070,2025-09-16,29.166666666666657,441076175.0,333798.85,True,2025-09-19,49.282296650717704
021240,2025-09-16,29.166666666666657,569889050.0,123788.6,True,2025-09-22,9.566968781470292
259960,2025-09-16,23.376623376623385,384871500.0,96975.45,False,,0.47095761381475665
282330,2025-09-16,10.15625,429085800.0,42499.95,False,,1.9283746556473829
